sub	ses	task	run	n_volumes	mean_fd_p	median_fd_p	max_fd_p	prop_fd_p_over_thresh	n_fd_p_over_thresh	mean_dvars	site	avg_en	exclude_euler	exclude_mriqc	exclude	exclude_reason
sub-ADNI003S0908	ses-M156	task-rest		197	0.1869707248265855	0.1430028449157752	0.6623333434301328	0.0	0	1.0011752602040815	3	-16.0	0	0	0	
sub-ADNI003S1122	ses-M126	task-rest		197	0.1504258465374077	0.0882898022276836	2.2507826212797526	0.0203045685279187	4	1.1417045816326532	3	-14.0	0	0	0	
sub-ADNI003S2374	ses-M090	task-rest		197	0.1632823791959686	0.1110952769568249	1.1408247490210974	0.0050761421319796	1	1.150345086734694	3	-32.0	0	0	0	
sub-ADNI003S4119	ses-M096	task-rest		197	0.1843830109399194	0.174241174362324	0.4894663459562061	0.0	0	1.2912772653061222	3	-21.0	0	0	0	
sub-ADNI003S4119	ses-M120	task-rest		197	0.1503683147475711	0.1267253490161393	0.7470919771720194	0.0	0	1.303380173469388	3	-31.0	0	0	0	
sub-ADNI003S4350	ses-M096	task-rest		197	0.4425517126765811	0.3966942620656319	1.553122486157472	0.1065989847715736	21	1.2719675714285712	3	-41.0	0	0	0	
sub-ADNI003S4354	ses-M084	task-rest		197	0.4181542346824738	0.34522614621958	1.7110811246628854	0.0913705583756345	18	1.2006575	3	-46.0	0	0	0	
sub-ADNI003S4354	ses-M114	task-rest		197	0.3720753071965214	0.3125926141860324	2.28234786410622	0.0507614213197969	10	1.127197693877551	3	-48.0	0	0	0	
sub-ADNI003S4441	ses-M084	task-rest		197	0.1813350088981185	0.136472652712669	1.4721648346097618	0.015228426395939	3	1.2995960867346936	3	-5.0	0	0	0	
sub-ADNI003S4441	ses-M108	task-rest		197	0.1334287202560723	0.1162703825627179	0.5352056889881572	0.0	0	1.3248266938775508	3	-17.0	0	0	0	
sub-ADNI003S4644	ses-M060	task-rest		197	0.2990553039130413	0.2585652044940702	0.9017693783134588	0.0101522842639593	2	1.1416606785714285	3	-16.0	0	0	0	
sub-ADNI003S4644	ses-M084	task-rest		197	0.289948394032879	0.209430138795966	1.5707108569382453	0.0558375634517766	11	1.201438617346939	3	-22.0	0	0	0	
sub-ADNI003S4644	ses-M108	task-rest		197	0.3570909140264154	0.2904319741741703	2.097353514002743	0.0456852791878172	9	1.1559044234693876	3	-15.0	0	0	0	
sub-ADNI003S4872	ses-M120	task-rest		197	0.237602293798916	0.1662832745835219	1.5056540108499883	0.0355329949238578	7	1.2936208061224488	3	-40.0	0	0	0	
sub-ADNI003S4900	ses-M084	task-rest		197	0.0880718464486143	0.0640220172588407	0.6143270832696992	0.0	0	1.2106193010204085	3	-9.0	0	0	0	
sub-ADNI003S4900	ses-M108	task-rest		197	0.2102531167188908	0.181413150703852	0.9273560811992164	0.0101522842639593	2	1.2640287346938774	3	-20.0	0	0	0	
sub-ADNI003S5130	ses-M078	task-rest		197	0.1121985409393208	0.0665713627343668	0.8486040910713558	0.0101522842639593	2	1.1781200204081634	3	-22.0	0	0	0	
sub-ADNI003S5130	ses-M102	task-rest		197	0.0696993809777325	0.0559762756270961	0.3470919800549631	0.0	0	1.2226982704081633	3	-20.0	0	0	0	
sub-ADNI003S6014	ses-M000	task-rest		197	0.3548849258369086	0.2975574402486543	1.302156847278548	0.0355329949238578	7	1.2079099081632652	3	-7.0	0	0	0	
sub-ADNI003S6014	ses-M048	task-rest		197	0.5004082288195899	0.4401260853585103	2.1523167158984244	0.1472081218274111	29	1.1834947959183673	3	-9.0	0	0	0	
sub-ADNI003S6067	ses-M000	task-rest		197	0.050227459815035	0.0424653495827639	0.301190611768234	0.0	0	1.0024132551020408	3	1.0	0	0	0	
sub-ADNI003S6067	ses-M024	task-rest		197	0.0838417297754406	0.0663205467525596	0.3949191597293709	0.0	0	1.0770388826530612	3	-5.0	0	0	0	
sub-ADNI003S6067	ses-M048	task-rest		197	0.1327119653959832	0.0862528989786597	0.5451245360215804	0.0	0	1.2281995102040817	3	-5.0	0	0	0	
sub-ADNI003S6256	ses-M000	task-rest		197	0.1378417571261772	0.1087064234946556	2.414360977625961	0.0050761421319796	1	1.0546681326530611	3	-30.0	0	0	0	
sub-ADNI003S6256	ses-M048	task-rest		197	0.193282730790659	0.1675723821665419	0.6164053654170342	0.0	0	1.136083943877551	3	-35.0	0	0	0	
sub-ADNI003S6257	ses-M000	task-rest		197	0.1596366741397449	0.1218724542889028	0.7855494085524726	0.0	0	1.2059426938775508	3	-7.0	0	0	0	
sub-ADNI003S6258	ses-M000	task-rest		197	0.0634268527158736	0.0496178934553145	0.2912749892288894	0.0	0	1.0671884234693878	3	-14.0	0	0	0	
sub-ADNI003S6258	ses-M012	task-rest		197	0.1049084016932158	0.084417332959143	0.3447067887145559	0.0	0	1.1400210561224489	3	-31.0	0	0	0	
sub-ADNI003S6258	ses-M036	task-rest		197	0.1067275565821396	0.0969475039363368	0.3382121375766388	0.0	0	1.2208372602040818	3	-27.0	0	0	0	
sub-ADNI003S6258	ses-M048	task-rest		197	0.1154952528641283	0.0746159454730676	0.5853433820570367	0.0	0	1.2303967346938776	3	-38.0	0	0	0	
