sub	ses	task	run	n_volumes	mean_fd_p	median_fd_p	max_fd_p	prop_fd_p_over_thresh	n_fd_p_over_thresh	mean_dvars	site	avg_en	exclude_euler	exclude_mriqc	exclude	exclude_reason
sub-ADNI068S0473	ses-M162	task-rest		197	0.0932678634673851	0.0798398689834655	0.4714103678841058	0.0	0	1.2564067908163266	68	-78.0	0	1	1	mriqc_outlier
sub-ADNI068S2184	ses-M138	task-rest		197	0.6073337350253958	0.4934740804360913	2.350134907261428	0.2791878172588832	55	1.1970541581632654	68	-45.0	0	1	1	mriqc_outlier
sub-ADNI068S4067	ses-M072	task-rest		197	0.0733542810238485	0.0538842963394837	0.7582380712020087	0.0	0	1.256466382653061	68	-45.0	0	1	1	mriqc_outlier
sub-ADNI070S4856	ses-M066	task-rest		197	0.5022408325634503	0.4004153886322824	2.4803528779376034	0.1878172588832487	37	1.1221463163265306	70	-35.0	0	1	1	mriqc_outlier
sub-ADNI070S4856	ses-M120	task-rest		197	0.3320038645061292	0.2424437013486954	1.474255736252629	0.0609137055837563	12	1.1439857142857144	70	-31.0	0	1	1	mriqc_outlier
sub-ADNI070S6911	ses-M000	task-rest		197	0.8060862011591355	0.6295054660963056	5.540250352772355	0.3451776649746192	68	1.1954551479591835	70	-12.0	0	1	1	mean_fd_p>0.7;mriqc_outlier
sub-ADNI073S6673	ses-M000	task-rest		976	0.1508103373591645	0.1277599417549149	0.6268127175733813	0.0	0	1.0730257025641028	73	-70.0	1	0	1	euler_site_outlier
sub-ADNI082S5282	ses-M084	task-rest		197	0.4611338947138443	0.362632376034357	2.611697011867069	0.0964467005076142	19	1.053783857142857	82	-73.0	0	1	1	mriqc_outlier
sub-ADNI098S4506	ses-M078	task-rest		200	0.2902967572491404	0.1874634833499616	3.5440280958632653	0.065	13	1.164751487437186	98	-80.0	0	1	1	mriqc_outlier
sub-ADNI098S6593	ses-M012	task-rest		200	1.313171415851595	1.113178412312552	8.435118340738162	0.77	154	1.1283100502512564	98	-87.0	0	1	1	mean_fd_p>0.7;prop_fd_p_over_thresh>0.4;mriqc_outlier
sub-ADNI098S6707	ses-M000	task-rest		200	0.1476743573451662	0.1209282547810469	1.2671261463161376	0.005	1	1.0277590452261305	98	-42.0	0	1	1	mriqc_outlier
sub-ADNI098S6734	ses-M000	task-rest		200	0.1277047585113235	0.0997590139989846	0.6487287068284352	0.0	0	1.0121005226130653	98	-102.0	0	1	1	mriqc_outlier
sub-ADNI099S4086	ses-M078	task-rest		200	0.2311072545456212	0.1986255669854294	1.1295743547340489	0.015	3	1.0829712261306534	99	-132.0	1	1	1	euler_site_outlier;mriqc_outlier
sub-ADNI100S1286	ses-M108	task-rest		200	0.9320099485183292	0.7235780025652159	3.9965898741395103	0.42	84	1.237339648241206	100	-19.0	0	1	1	mean_fd_p>0.7;prop_fd_p_over_thresh>0.4;mriqc_outlier
sub-ADNI100S5091	ses-M024	task-rest		200	0.7657306748563849	0.7537939339543356	1.8592716014127504	0.43	86	1.227488120603015	100	-38.0	0	1	1	mean_fd_p>0.7;prop_fd_p_over_thresh>0.4;mriqc_outlier
sub-ADNI100S5091	ses-M054	task-rest		197	0.2318984558632052	0.2225531341766263	0.6726041244500033	0.0	0	1.306967331632653	100	-70.0	0	1	1	mriqc_outlier
sub-ADNI100S5091	ses-M078	task-rest		197	0.1343613119428968	0.0998096494611484	0.4684448943263858	0.0	0	1.4181167755102042	100	-76.0	0	1	1	mriqc_outlier
sub-ADNI100S5091	ses-M102	task-rest		197	0.1308107628866628	0.1258142433028955	0.35340610980772	0.0	0	1.461284862244898	100	-76.0	0	1	1	mriqc_outlier
sub-ADNI100S6578	ses-M000	task-rest		197	0.2740735895891616	0.1433449314730429	1.92029604318226	0.0812182741116751	16	1.035267112244898	100	-33.0	0	1	1	mriqc_outlier
sub-ADNI109S6376	ses-M000	task-rest		197	0.1673025091110546	0.1212206187407027	0.9743490914594962	0.0101522842639593	2	1.2122683469387756	109	-74.0	1	0	1	euler_site_outlier
sub-ADNI114S5234	ses-M048	task-rest		197	0.0938770120425106	0.0793886312257423	0.3198324613595718	0.0	0	1.2251750357142857	114	-30.0	0	1	1	mriqc_outlier
sub-ADNI114S5234	ses-M066	task-rest		197	0.0795190108768837	0.0625901734777687	0.3898400308992548	0.0	0	1.1717356989795915	114	-49.0	0	1	1	mriqc_outlier
sub-ADNI114S6347	ses-M000	task-rest		197	0.1993731841533891	0.1251506828753883	1.2099699748383974	0.0406091370558375	8	1.160304392857143	114	-184.0	1	1	1	euler_site_outlier;mriqc_outlier
